asig_codigo,asig_nombre
TEP1150,TEP1150 -  INCLUSIÓN Y NECESIDADES EDUCATIVAS ESPECIALES
TOCU1107,TOCU1107 - FILOSOFIA DE LA CIENCIA
TRAD1144,TRAD1144 - REVISIÓN Y EDICIÓN DE TEXTOS II
TSO1138,TSO1138 - SEMINARIO DE INVESTIGACION SOCIAL II
TSO1178,TSO1178 - TRABAJO SOCIAL Y FAMILIAS III
TSO1180,TSO1180 - INVESTIGACION ACCION PARTICIPATIVA
TUPA1113,TUPA1113 - APICULTURA
ADM1102,ADM1102 - CONTABILIDAD I
AGR1148,AGR1148 - AGRICULTURA DE PRECISIÓN
AMB1172,AMB1172 - FISIOLOGIA VEGETAL
APUB1122,APUB1122 - DESARROLLO REGIONAL Y LOCAL
ARQ1156,ARQ1156 - LENGUAJE DE ARQUITECTURA IV
CAMB1102,CAMB1102 - BIOLOGIA CELULAR
CAU1181,CAU1181 - OPTATIVO DE ESPECIALIDAD II: CASOS DE APLICACIÓN EN CONTEXTO PROFESIONAL
CNB1106,CNB1106 - DIDACTICA DE LA QUIMICA
DDO1006,DDO1006 - AMOR Y JUVENTUD
DDO1024,DDO1024 - LA CULTURA MAPUCHE Y SU LENGUA
DDO1097,DDO1097 - INTRODUCCIÓN A LAS TEORÍAS Y ESTUDIOS DE GÉNERO
DDO1101,"DDO1101 - CORPORALIDAD, EXPRESIÓN Y EQUIDAD DE GÉNERO"
DISE1107,DISE1107 - SISTEMAS SUSTENTABLES
DISE1111,DISE1111 - OPTATIVO OFICIOS 1
DISE1116,DISE1116 - TALLER  DE DISEÑO 4
DISG1164,DISG1164 - TALLER DE TITULO II
DISG1165,DISG1165 - FORMULACIÓN Y EVALUACIÓN DE PROYECTO
EDI1154,EDI1154 - DISEÑO DE LA ENSEÑANZA
EDI1175,EDI1175 - GESTION COMUNITARIA PARA EL APRENDIZAJE Y LA PARTICIPACION II
EFI1174,EFI1174 - PRESCRIPCIÓN Y PROMOCIÓN DEL EJERCICIO FÍSICO Y SALUD PARA LA CALIDAD DE VIDA
EPA1185,EPA1185 - DIDACTICA DE LAS MATEMATICAS
EPA1188,EPA1188 - CORPORALIDAD Y MOVIMIENTO
GEO1148,GEO1148 - GEOQUIMICA
GEO1164,GEO1164 - PETROLOGIA IGNEA Y METAMORFICA
GEO1175,GEO1175 - GEOLOGIA AMBIENTAL
GEO1187,GEO1187 - GEOFISICA APLICADA
GEOG1105,GEOG1105 - FORMULACION Y EVALUACION DE PROYECTOS GEOGRAFICOS
ICAM1102,ICAM1102 - ECOLOGIA Y RRNN
ICG1198,ICG1198 - TERMODINAMICA
ICO1151,ICO1151 - ECONOMIA INTERNACIONAL Y COMERCIO EXTERIOR
ICOC1151,ICOC1151 - LEGISLACION
ICQ1183,ICQ1183 - INGENIERIA AMBIENTAL
INFO1188,INFO1188 - TOPICOS AVANZADOS DE DESARROLLO DE SOFTWARE I
LAV1187,LAV1187 - PRODUCCION VISUAL II
LEN1116,LEN1116 - INGLES
LEN1127,LEN1127 - LITERATURA ESPAÑOLA CLASICA
LEN1179,LEN1179 - EXAMENES INTERNACIONALES
MAT1126,MAT1126 - CALCULO II
NUTR1124,NUTR1124 - ATENCIÓN NUTRICIONAL EN EL CICLO VITAL
TEMD1130,TEMD1130 - DIAGNOSTICO MOLECULAR
TPF1138,TPF1138 - EMPRENDIMIENTO Y GESTION DE PROYECTO DEPORTIVO
TRA1123,TRA1123 - INGLES DE ESPECIALIDAD I
TRAD1119,TRAD1119 - LENGUA Y CULTURA INGLESA IV	
TRAD1120,TRAD1120 - GRAMÁTICA INGLESA II	
TRAD1131,TRAD1131 - LENGUA Y CULTURA INGLESA  VI	
AMB1127,AMB1127 - FAUNA SILVESTRE DE CHILE
AMB1128,AMB1128 - ANÁLISIS ESPACIAL
AMB1189,AMB1189 - CARTOGRAFIA Y APLICACIONES SIG PARA LA PLANIFICACION TURISTICA
APUB1135,APUB1135 - BASES CONSTITUCIONALES
AQG1120,AQG1120 - TALLER DE TITULACION
BACH1109,BACH1109 - TALLER DE GESTION PERSONAL Y ORIENTACION VOCACIONAL II
CES1150,CES1150 - MODULO INTEGRADO DE SALUD II
CNB1129,"CNB1129 - PRACTICA EN CONTEXTOS DIVERSOS: ATENCION A LA  DIVERSIDAD, GESTION Y ORIENTACION"
CPLT1135,CPLT1135 - POLÍTICA COMPARADA
DOCG1101,DOCG1101 - ESTÁTICA
EDI1150,EDI1150 - EDUCACION INCLUSIVA
EFI1154,EFI1154 - EXPRESION CUERPO Y EDUCACION MOTRIZ
EFI1156,EFI1156 - BIOENERGETICA DEL MOVIMIENTO HUMANO Y SALUD
FCRF1108,FCRF1108 - ECUMENISMO Y DIALOGO INTERRELIGIOSO
FIL1113,FIL1113 - HISTORIA DE LA FILOSOFÍA CONTEMPORÁNEA
FIS1102,FIS1102 - FISICA
FRN1120,FRN1120 - QUIMICA ORGANICA
GEO1176,GEO1176 - MODELACION Y GESTION DEL RIESGO
ICA1115,ICA1115 - CALIDAD DEL AIRE Y CONTAMINACION ATM
ICA1116,ICA1116 - CALIDAD Y TRATAMIENTO DE AGUAS
ICAM1104,ICAM1104 - MICROBIOLOGÍA AMBIENTAL
ICG1155,ICG1155 - INGENIERIA GEOTECNICA
ICI1106,ICI1106 - PROCESOS UNITARIOS I
IET1442,IET1442 - EL EVANGELIO COMO CAMINO DE SANACIÓN Y LIBERACIÓN
LAV1186,LAV1186 - PROYECTO DE GRADO II
LEN1176,LEN1176 - COMPETENCIA LINGÜÍSTICA  AVANZADA I
MAT1184,MAT1184 - TOPICOS DE MATEMATICAS PARA LA PROGRAMACION
MATE1114,MATE1114 - ECUACIONES DIFERENCIALES
NUT1122,NUT1122 - TRABAJO DE GRADO
NUTR1115,NUTR1115 - DIETOTERAPIA DEL ADULTO Y ADULTO MAYOR I
PCE1105,PCE1105 - TIC PARA EL APRENDIZAJE
PCE1118,PCE1118 - POLÍTICAS PÚBLICAS Y ESCENARIOS EDUCATIVOS
PSIC1116,PSIC1116 - EVALUACION PSICOLOGICA
QUI1145,QUI1145 - QUIMICA GENERAL
SCLG1116,SCLG1116 - ANALISIS AVANZADO DE DATOS CUALITATIVOS
TADM1117,TADM1117 - ESTADÍSTICA
TADM1119,TADM1119 - PLANIFICACIÓN ESTRATÉGICA
TOCU1136,TOCU1136 - PREPARACION PARA EL TRABAJO
TPF1130,TPF1130 - MEDICINA DEPORTIVA
TPF1133,TPF1133 - BIOMECANICA DEL MOVIMIENTO
TSO1160,TSO1160 - TALLER DE APROXIMACION A LA REALIDAD
ADM1139,ADM1139 - MICROECONOMIA
APUB1153,APUB1153 - SEMINARIO
CAU1178,CAU1178 - SEMINARIO DE TITULO: CONSULTORIA DE EMPRESA
DDO1089,"DDO1089 - DIVERSIDAD, AUTOCUIDADO Y VIDA SALUDABLE, LAS CAPACIDADES DE NUESTROS CUERPOS"
DDO1122,DDO1122 - PARTICIPACIÓN CIUDADANA A TRAVÉS DEL APRENDIZAJE SERVICIO
DERE1111,DERE1111 - INVESTIGACIÓN JURÍDICA
DERE1133,DERE1133 - DERECHO TRIBUTARIO I
DISE1109,DISE1109 - REPRESENTACIÓN DIGITAL 1
DISG1163,DISG1163 - TALLER DE TÍTULO I
EFI1172,EFI1172 - INTERNADO II
FCRF1111,FCRF1111 - ESPIRITUALIDAD Y DISCERNIMIENTO
FCRF1114,FCRF1114 - TEOLOGÍA PASTORAL EN CONTEXTO EDUCATIVO
FCRF1115,FCRF1115 - MORAL DE LA PERSONA Y DE LA VIDA
FIL1107,FIL1107 - ANTROPOLOGÍA FILOSÓFICA
FIS1142,FIS1142 - FISICA II
ICA1107,ICA1107 - TRANSFERENCIA DE CALOR
ICA1121,ICA1121 - ECONOMIA AMBIENTAL
ICQ1179,ICQ1179 - SINTESIS DE PROCESOS
IET1414,IET1414 - DESARROLLO INTEGRAL: DESDE LA PERSONA AL PROFESIONAL
IRNR1112,IRNR1112 - SEMINARIO DE INVESTIGACION
LAV1181,LAV1181 - TALLER SUPERIOR
MAT1136,MAT1136 - CALCULO DIFERENCIAL E INTEGRAL
MAT1190,MAT1190 - ECUACIONES DIFERENCIALES
MVET1102,MVET1102 - ANATOMÍA ANIMAL I
MVET1129,MVET1129 - MEDICINA DE RUMIANTES
MVET1131,MVET1131 - CIRUGÍA I
OCIV1101,OCIV1101 - INGENIERIA VIAL I
PBI1123,PBI1123 - KIM KIMELTUAL MAPUNZUGUN KIÑE MELI XOY MEW
PBM1189,PBM1189 - PRACTICA PROFESIONAL DE INTERNADO PEDAGOGICO
PLC1108,PLC1108 - PRACTICA INTERMEDIA: INTERVENCION PEDAGOGICA ANALITICA
PLCM1110,PLCM1110 - EPU KON GÜXAMKAN
PSIC1117,PSIC1117 - CICLO VITAL III
PSIC1121,PSIC1121 - FUNDAMENTOS DE LA INVESTIGACION
TCOC1137,TCOC1137 - AGUA POTABLE Y ALCANTARILLADO
TEMD1125,TEMD1125 - BANCO DE SANGRE II
TEP1159,TEP1159 - DESARROLLO DE COMPETENCIAS EMOCIONALES (SERVICIO SOCIOCOMUNITARIO)
TSO1157,TSO1157 - TEORIAS SOCIALES CONTEMPORANEAS Y TRABAJO SOCIAL
TSO1181,TSO1181 - TALLER DE PRACTICA Y SISTEMATIZACION PROFESIONAL II
TSO1188,"TSO1188 - ESTUDIOS DE GÉNERO, FEMINISMOS Y TRABAJO SOCIAL"
TSO1192,TSO1192 - PRACTICA PROFESIONAL II
ADM1131,ADM1131 - CONTABILIDAD II
AGR1126,AGR1126 - ENTOMOLOGÍA AGROPECUARIA Y APICULTURA
APUB1156,APUB1156 - CALIDAD DEL SECTOR PÚBLICO
CPLT1157,CPLT1157 - SEMINARIO
DDO1048,DDO1048 - LA MUSICA POPULAR COMO REFLEJO DE LA DIVERSIDAD SOC.Y CULT.
DDO1069,DDO1069 - INFANCIA Y CULTURA: INCLUSION DESDE LA DIVERSIDAD
DDO1075,DDO1075 - ROL PROFESIONAL Y DESARROLLO DE CAPACIDADES LOCALES
DDO1076,DDO1076 - MIGRACIONES Y DERECHOS HUMANOS EN LA ARAUCANIA
DOCG1105,DOCG1105 - MECANICA DE FLUIDOS
EFI1155,EFI1155 - DIDACTICA DE LOS DEPORTES INDIVIDUALES
EFI1176,EFI1176 - PLANIFICACIÓN Y TECNIFICACIÓN DEPORTIVA
EMH1167,EMH1167 - DIDACTICA DE LAS CIENCIAS SOCIALES
EMH1199,EMH1199 - PRACTICA IV
EPA1163,EPA1163 - TALLER PEDAGOGICO IV
FIL1130,FIL1130 - SEMINARIO DE INVESTIGACIÓN II
FRN1123,FRN1123 - SIG Y MODELOS DE DATOS ESPACIALES
GEO1188,GEO1188 - TERMODINÁMICA
ICAM1131,ICAM1131 - MECÁNICA DE FLUIDOS
ICO1158,ICO1158 - SEMINARIO DE GRADO
ICOC1171,ICOC1171 - AGUA POTABLE Y ALCANTARILLADO
INFO1162,INFO1162 - PLANIFICACION ESTRATEGICA
IRNR1107,IRNR1107 - FORMULACION Y EVALUACION DE PROYECTOS DE RRNN
LEN1126,LEN1126 - HISTORIA CULTURAL DE LA LENGUA
MAT1125,MAT1125 - ESTADISTICA
OFIC1110,OFIC1110 - HISTORIA DE LOS OFICIOS COMPARADOS
PBM1159,PBM1159 - PENSAMIENTO ESPACIAL PARA EL APRENDIZAJE DE CHILE Y AMERICA
PCI1119,PCI1119 - SISTEMAS DE REPRESENTACION
PLC1126,PLC1126 - TALLER DE REFLEXION PARA LA ENSEÑANZA DE LA LENGUA Y LA LITERATURA
PMB1186,PMB1186 - TALLER DE IDENTIDAD PERSONAL Y PROFESIONAL
PSIC1143,PSIC1143 - TALLER DE INTEGRACION PROFESIONAL
TEMD1109,TEMD1109 - INMUNOLOGIA GENERAL
TRA1167,TRA1167 - TALLERES DE TRADUCCION IV:AREAS DE CS. SOCIALES Y HUMANIDAD.
TRT1156,TRT1156 - INTEGRACIÓN TECNOLÓGICA REDES Y TELECOMUNICACIONES
TUPA1119,TUPA1119 - ADMINISTRACIÓN DE PREDIOS
AMB1167,AMB1167 - ORDENAMIENTO TERRITORIAL
AMB1199,AMB1199 - GEOGRAFIA Y MEDIO AMBIENTE
ARQ1158,ARQ1158 - ARQUITECTURA Y LUGAR
CES1151,CES1151 - GESTION DE CALIDAD Y ACREDITACION EN SALUD
CPLT1137,CPLT1137 - INSTITUCIONES Y PROCESOS POLÍTICOS CHILENOS
CPLT1140,CPLT1140 - TEORÍA DEL ESTADO Y GOBIERNO
DDO1017,DDO1017 - RECREACION Y ECOLOGIA
DDO1051,DDO1051 - DEMANDAS INDÍGENAS EN AMÉRICA LATINA;DESAFÍOS DE LA GLOBALIZ
DDO1092,DDO1092 - LIDERAZGO UNIVERSITARIO: ACCIÓN DESDE EL ROL DEL ESTUDIANTE
DDO1123,DDO1123 - RESILIENCIA Y EQUIDAD DE GÉNERO
DISE1126,DISE1126 - DISEÑO UNIVERSAL
DISE1134,DISE1134 - OPTATIVO DE ESPECIALIDAD
EFI1148,EFI1148 - TEORIA Y METODOLOGIA DE LOS JUEGOS
FCRF1112,FCRF1112 - TEOLOGÍA DEL MUNDO
FIL1124,FIL1124 - FILOSOFIA DEL LENGUAJE
FIL1129,FIL1129 - FILOSOFÍA DE LA EDUCACIÓN
FIS1113,FIS1113 - FISICA III
GEO1184,GEO1184 - PRACTICA PROFESIONAL
ICAM1133,ICAM1133 - TERMODINAMICA I
ICO1118,ICO1118 - MICROECONOMÍA I
ICQ1110,ICQ1110 - FISICOQUIMICA
IET1448,IET1448 - ÉTICAS ANTE LA CRISIS MEDIOAMBIENTAL
INFO1165,INFO1165 - ESTADÍSTICA COMPUTACIONAL
LAV1162,LAV1162 - ARTE MEDIEVAL
LAV1174,LAV1174 - RECURSOS DIGITALES II
LEN0189,LEN0189 - INGLÉS V
LEN1115,LEN1115 - INGLES TIC II
OCIV1103,OCIV1103 - TECNOLOGIA DEL HORMIGON
OFIC1109,OFIC1109 - COLOR Y TEXTURA
PBI1132,"PBI1132 - HISTORIA DE CHILE, AMÉRICA Y SU DIDÁCTICA"
PBI1133,"PBI1133 - CULTURA FÍSICA, EXPRESIÓN CORPORAL, MAPUN YEWMEWÜN Y SU DIDÁCTICA"
PBM1183,PBM1183 - DESARROLLO DE LA EXPRESION CORPORAL
PLC1123,PLC1123 - COMPRENSION Y PRODUCCION PARA EL APRENDIZAJE DE TEXTOS AUTENTICOS UTILIZANDO TIC´S
PRPA1113,PRPA1113 -  PROFESOR (A) DE RELIGIÓN Y SU LABOR PASTORAL II
PRPA1116,PRPA1116 - PROFESOR (A) DE RELIGIÓN COMO ACOMPAÑANTE II
PSIC1141,PSIC1141 - OPTATIVO PROFESIONALIZANTE
TEFL1172,TEFL1172 - PRACTICA III
TEMD1108,TEMD1108 - ENFERMERIA E IAAS
TSO1166,TSO1166 - TRABAJO SOCIAL Y COMUNIDADES I
ADM1113,ADM1113 - CONTABILIDAD I
ANT1122,ANT1122 - ANTROPOLOGÍA GENERAL II
APUB1138,APUB1138 - FORMULACION Y DISEÑO DE PROYECTOS SOCIALES EN CONTEXTO
APUB1139,APUB1139 - ANÁLISIS DE DATOS II
CONS1110,CONS1110 - TOPOGRAFÍA II
DDO1020,DDO1020 - EL TEATRO COMO ESTRATEGIA EN EL TRABAJO SOCIOCOMUNITARIO
DISI1163,DISI1163 - TALLER DE TÍTULO I
DISI1165,DISI1165 - FORMULACIÓN Y EVALUACIÓN DE PROYECTO
EFI1167,EFI1167 - PRACTICA CONTEXTO NO FORMAL
FIL1120,FIL1120 - PENSAMIENTO FILOSÓFICO EN CHILE Y AMERICA LATINA
FONO1112,"FONO1112 - SEMANTICA, PRAGMATICA Y DISCURSO"
ICI1125,ICI1125 - FINANZAS EMPRESARIALES
ICO1155,ICO1155 - FORMULACIÓN Y EVALUACIÓN DE PROYECTOS
ICOC1161,ICOC1161 - ANALISIS DE ESTRUCTURAS
ICQ1177,ICQ1177 - DISEÑO DE BIORREACTORES
IET1440,IET1440 - LA BIBLIA Y LOS ORÍGENES
IET1449,IET1449 - ESPIRITUALIDADES EN DIÁLOGO
IND1110,IND1110 - GESTIÓN Y ADMINISTRACIÓN INDUSTRIAL
INFO1170,INFO1170 - TALLER DE INTEGRACION I
INFO1189,INFO1189 - TOPICOS AVANZADOS DE DESARROLLO DE SOFTWARE II
IPR1113,IPR1113 - SEMINARIO DE TITULO
LAV1161,LAV1161 - MODULO II: OBJETO
LAV1164,LAV1164 - FOTOGRAFIA II
LAV1173,LAV1173 - ARTE CONTEMPORANEO EN CHILE
LEN1152,LEN1152 - INGLÉS BÁSICO
LEN1178,LEN1178 - COMPETENCIA LINGÜÍSTICA  AVANZADA II
MATE1122,MATE1122 - CÁLCULO I
PBI1115,PBI1115 - MAPU MAPUN KIMÜN MEW
PRPA1104,PRPA1104 - IDENTIDAD PERSONAL Y ESPIRITUAL II
PSIC1102,PSIC1102 - INTRODUCCION A LA PSICOLOGIA
PSIC1120,PSIC1120 - ELABORACION DE PROYECTOS PSICO-SOCIALES
TRAD1111,TRAD1111 - ESPAÑOL: COMPRENSIÓN DE TEXTOS	
AMB1120,AMB1120 - BIOECOLOGÍA Y BIOGEOGRAFÍA
AMB1163,AMB1163 - EVALUACION Y CERTIFICACION AMBIENTAL
APUB1113,APUB1113 - GESTION PUBLICA
APUB1133,APUB1133 - TEORÍA DE LA ORGANIZACIÓN
ARQ1155,ARQ1155 - TALLER IV
ARQ1176,ARQ1176 - EMPATIA REGENERATIVA
ARQ1179,ARQ1179 - TITULO 2
CAU1118,CAU1118 - TRIBUTACION I
CNB1125,CNB1125 - PRACTICA ENSEÑANZA APRENDIZAJE DE LA BIOLOGIA
DDO1016,DDO1016 - TRABAJO EN EQUIPO Y DEPORTE AVENTURA
DDO1060,DDO1060 - MANIFESTACIONES ARTISTICAS EN NUESTRA REALIDAD
DERE1110,DERE1110 - HISTORIA DEL DERECHO
DERE1119,DERE1119 - DERECHO CONSTITUCIONAL III
DERE1130,DERE1130 - DERECHO ADMINISTRATIVO II
DERE1910,DERE1910 - DISCUSIONES CONSTITUCIONALES ACTUALES
EDI1149,EDI1149 - HERRAMIENTAS DE ACCESO AL APRENDIZAJE
EDI1176,EDI1176 - PRACTICA VI
EFI1120,EFI1120 - CONDICION FISICA Y VIDA SALUDABLE
EFI1145,EFI1145 - DIVERSIDAD Y EDUCACION FISICA
EMH1176,EMH1176 - DIDACTICA DE LA HISTORIA
FCJ1164,FCJ1164 - SEMINARIO DE PREPARACION EXAMEN DE GRADO
FCRF1440,FCRF1440 - TEOLOGIA Y MIGRACION DESDE UNA PERSPECTIVA INTERDISCIPLINAR
FCRF1442,FCRF1442 - EL CUIDADO DE LA CASA COMÚN: ESPIRITUALIDAD Y ECOLOGÍA
FONO1117,FONO1117 - INTERVENCIÓN EN VOZ HABLADA
FONO1128,FONO1128 - INTERVENCIÓN EN ALTERACIONES DE LA DEGLUCIÓN II
GEO1179,GEO1179 - RECURSOS ENERGETICOS
ICG1147,ICG1147 - PROYECTO DE TITULO
ICO1115,ICO1115 - CONTROL ADMINISTRATIVO
IET1432,IET1432 - ETICA PARA EL TRABAJO
INFO1114,INFO1114 - TENDENCIAS TECNOLOGICAS
INFO1118,INFO1118 - DESARROLLO WEB
KINE1127,KINE1127 - REHABILITACION MUSCULO ESQUELETICA II
LEN1113,LEN1113 - INGLES TECNICO
MVET1121,MVET1121 - ICTIOPATOLOGÍA
MVET1132,MVET1132 - METODOLOGÍA DE LA INVESTIGACIÓN
PBI1134,PBI1134 - PRÁCTICA PEDAGÓGICA: REFLEXIÓN PEDAGÓGICA PERSPECTIVA INTERCULTURAL
PBM1118,PBM1118 - APRENDIZAJE Y ENSEÑANZA DE LA FISICA
PCE1123,PCE1123 - SEMINARIO DE ENSEÑANZA EN AULAS DIVERSAS
PMM1126,PMM1126 - PRACTICA II
PMM1156,PMM1156 - INTERNADO PEDAGOGICO II
QUI1144,QUI1144 - FUNDAMENTOS DE LA QUIMICA
SCLG1172,SCLG1172 - SOCIOLOGÍA DE LA ESTRATIFICACIÓN
TCOC1139,TCOC1139 - CONSTRUCCIÓN SISMO RESISTENTE
TEP1146,TEP1146 - CURRICULUM DE EDUCACIÓN PARVULARIA I
TRAD1141,TRAD1141 - TRADUCCIÓN CIENCIAS Y TECNOLOGÍAS IV
VET1154,VET1154 - PRACTICA SOCIAL INTEGRADA II
